1.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000000e+00
0.0000000000000000e+00,-7.7777777777777779e-01,-5.5555555555555558e-01,-3.3333333333333331e-01,-1.1111111111111110e-01,1.1111111111111110e-01,3.3333333333333331e-01,5.5555555555555558e-01,7.7777777777777779e-01,1.0000000000000000e+00
0.0000000000000000e+00,0.0000000000000000e+00,-3.8271604938271597e-01,-7.7777777777777779e-01,-9.7530864197530864e-01,-9.7530864197530864e-01,-7.7777777777777779e-01,-3.8271604938271597e-01,2.0987654320987659e-01,1.0000000000000000e+00
0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,8.5185185185185186e-01,3.2784636488340191e-01,-3.2784636488340191e-01,-8.5185185185185186e-01,-9.8079561042523999e-01,-4.5130315500685864e-01,1.0000000000000000e+00
0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,9.0245389422344158e-01,9.0245389422344158e-01,2.0987654320987659e-01,-7.0705685108977301e-01,-9.1190367322054555e-01,1.0000000000000000e+00
0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,5.2839167471083337e-01,9.9176954732510292e-01,1.9517688699215885e-01,-9.6721367000287883e-01,1.0000000000000000e+00
0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,4.5130315500685869e-01,9.2392005885883843e-01,-5.9265092456171053e-01,1.0000000000000000e+00
0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,8.3140095618432830e-01,4.5312231795773594e-02,1.0000000000000000e+00
0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,6.6313661846624727e-01,1.0000000000000000e+00
0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+00
